assumptions,downscaling,harmonisation,model,modified,region,scenario,sector,source,unit,variable,2015-01-01,2020-01-01,2030-01-01,2040-01-01,2050-01-01,2060-01-01,2070-01-01,2080-01-01,2090-01-01,2100-01-01
med,intensity_convergence,aneris_constant_ratio,IMAGE,,ABW,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,0.0892285407892369,0.10223421099581201,0.06796725097187159,0.08357914732262023,0.09225027409444654,0.09735208943921003,0.0889172601545521,0.06416934888137732,0.039834531347200317,0.02065821908858646
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,0.008003416423409198,0.009192758006188849,0.006861472168046314,0.0043276108095904355,0.0018645770402832254,0.0006418460860847231,0.00040990053083162035,0.00033569261721232624,0.00023828231482512653,0.00019358675899125048
med,intensity_convergence,aneris_reduce_offset_2150_cov,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,3.229396535931913e-06,3.540202753312224e-06,2.5864203468175132e-06,5.076148849296935e-06,4.427268641337722e-06,7.035925761322039e-06,1.1506256251971854e-05,1.5898240737104343e-05,2.1670445976986942e-05,2.7222248469019063e-05
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,3.438022651788369e-06,3.737628233136972e-06,4.212414785852529e-06,1.4430068411973614e-05,2.1575383398130473e-05,3.442161497305136e-05,5.804346884058251e-05,0.00010234564548213357,0.0001650702039885545,0.0002488705030879943
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,2.806220525014611e-06,2.8994702337028326e-06,2.5905026277640516e-06,5.488036868624225e-06,6.163383895356504e-06,9.761649045916306e-06,1.580689366316182e-05,2.3144292729387907e-05,3.194531833639309e-05,3.9597884085369996e-05
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",7.67874442144798e-06,7.87750521703453e-06,6.8590311797696756e-06,1.3980043982882091e-05,1.5468204463686716e-05,2.4378293753165174e-05,3.937386747203321e-05,5.760541015313372e-05,7.937394432850024e-05,9.827626606323662e-05
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,8.123159364609063e-08,8.434202744263154e-08,7.315853075377932e-08,1.575522070215445e-07,1.770026597171482e-07,2.7445588428685325e-07,4.2176350679309203e-07,5.804780161666984e-07,7.814602672009215e-07,9.471563940876479e-07
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,3.7697145119129176e-06,3.877366161681924e-06,3.4757543228361777e-06,8.70215714344753e-06,1.3010401576889784e-05,2.073046438074421e-05,3.464909518901242e-05,5.772418066914202e-05,8.96965215250734e-05,0.00012950997565966985
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,1.4641964651817213e-06,1.6648755530048443e-06,1.5772056131116343e-06,2.947423887490434e-06,3.292798067211496e-06,5.202372499289769e-06,8.21278932113235e-06,1.1474135984963389e-05,1.4932297314406619e-05,1.796561814167379e-05
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,0.0007814401561029,0.0009529009128634661,0.001549900962775636,0.0026020473815798672,0.0042729148420690925,0.0068250646900680995,0.010488741385583176,0.015423968975901415,0.021177115039796815,0.02735945916370329
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,0.003299913886381901,0.00337884625152582,0.0038590181705543155,0.004543746503014878,0.005282836546744191,0.005964825277432618,0.006502085561210265,0.006837617068844512,0.006815680196586424,0.006476615582082207
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,0.0294284726752706,0.033290685541675163,0.025405628677060785,0.037631253407255184,0.046143906369534846,0.05801092328184043,0.08655955741831267,0.14930313635776102,0.24335196395573058,0.35441049292725263
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ABW,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,1.2925974729860588,1.1669122679471944,0.4331677975396376,0.20623045623507083,0.06612667218521538,0.014737621668333901,0.0071080752970026926,0.004017693981025388,0.001629440136754263,0.00046787773953675595
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,13.940852951898368,11.421092956216011,6.016482231023229,6.365574817515201,9.3493340654941,16.298511762504226,26.77972614161364,32.875748203425715,25.10870891136477,20.998535053542934
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,1.3640278134818933,1.3901428004753396,1.0486798055802655,0.8384150278228979,0.5874198596096181,0.35574687060287336,0.23769473010244105,0.3532992829818604,0.47272793896025656,0.45362447836758163
med,intensity_convergence,aneris_reduce_offset_2150_cov,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,0.0005679976032047,0.000502617431671234,0.00042792540152736724,0.0005986539158900478,0.0009835264749938853,0.0017535736109683692,0.0030114900155667743,0.004816825339054382,0.007431522074046741,0.011227352156657638
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0006046914970805,0.0005034372453228622,0.00048622399520490637,0.0014522438412743293,0.0029347677763183954,0.0056403562579883096,0.010390522195926096,0.019251881799256517,0.034372270406477355,0.06079290398251989
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.0004935679203645,0.0003957064183269084,0.000315538366161494,0.0004991563809588252,0.0008219937332037743,0.001467037109586945,0.0025823820916373317,0.004327756268911368,0.007090106997277942,0.011055448525782573
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.0013505645337994,0.0010750469462099117,0.0008353985364023656,0.0012713970474917844,0.002062731471716193,0.0036633972229430977,0.006432232200245954,0.010771718883255179,0.017616749247220825,0.027438036800800775
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,1.4287297946261649e-05,1.1503849998677012e-05,8.898771930225976e-06,1.4304828887196585e-05,2.3565173703204932e-05,4.1188238335702275e-05,6.884709208044036e-05,0.00010854482974961869,0.0001734426887104626,0.0002644393508028548
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,0.0006630306262203,0.0005291351102213433,0.0004225155891408028,0.0008322414919192959,0.0018039178181786463,0.0033722348988361774,0.006130161258151783,0.01102829762181249,0.019246928919662745,0.03285894065055328
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,0.00025752801602109995,0.00022736246559083178,0.00019241149463529957,0.0002686104888078618,0.0004400289063682204,0.0007831297208971572,0.0013430315085978162,0.0021455695796884057,0.0033141726408082313,0.00501587322622934
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,0.1592041541606211,0.1702161681246903,0.22643126418197504,0.3600640742395383,0.5932332968601555,0.9591202900191226,1.4555872577782387,2.075323432014663,2.7703023990929534,3.513285979908071
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,1.0799159737592294,0.873125855850569,0.7292833278724723,0.7791773653707204,0.9309280089176554,1.1221612364443623,1.2920329431506365,1.4144281687835536,1.4569422411667419,1.4362960161054266
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,0.9087071455253206,0.956566891467494,0.8898791986240331,1.1011424734097128,2.0525770536768984,4.61704923282152,10.836904847860941,21.25366173362649,37.69249003416631,75.19606534681594
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AFG,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,599.2967386033698,438.14719323642663,125.94131973599059,69.30875351252205,33.13706172077971,12.176931870864175,5.2652380547089725,4.30593073593977,2.9060662451460466,1.5566460398593627
med,intensity_convergence,aneris_constant_ratio,IMAGE,,AGO,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,175.15298021553596,164.9428469903822,69.98763077038613,35.08836918700758,25.588448225280573,23.3042428922284,21.134195430165978,13.971079341566343,9.391919233876534,6.070632602499676
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,1.0991828590038268,1.3865742625450113,0.8933897795976168,0.5212929780368286,0.31670218375288034,0.17572710283845422,0.12050564306803101,0.1511029120141114,0.14637788127261372,0.12507935867900577
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,0.08326427085857818,0.08469836486352218,0.048102029705569156,0.02751399775182748,0.022925737515678103,0.022671206272844135,0.022577594651912662,0.02126668985140678,0.01884379641215636,0.01642062898201422
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0886433258075648,0.08482713956943773,0.04970119331131963,0.04090682169112642,0.03789012629729236,0.0429195172882421,0.04960465505152821,0.05364853790800627,0.05900399787269183,0.06460722538392479
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.0723534268040239,0.06682193654716015,0.03576421976539618,0.02322111245328876,0.019451161086605724,0.019278258748216436,0.01968670871762898,0.019430393724234465,0.018266275652118545,0.016401634314618704
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.1979828268988769,0.18154816299269033,0.09469704669122414,0.059154854881435515,0.04881901499017501,0.04814784778131356,0.04904200031347071,0.04836540775869564,0.045388645597585923,0.04070650275909352
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,0.0020944127921008,0.0019438638963602756,0.0010101430628778948,0.000666751433377426,0.0005587150149607086,0.0005421302429865765,0.0005253830447549926,0.00048740082601309405,0.0004468883011977766,0.0003923167404876129
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,0.0971954130398707,0.08935661440529376,0.04751539891116767,0.03315522796496172,0.030992660323769305,0.032747542481481956,0.03573546403443032,0.03724547166812744,0.03847240882895382,0.039035407199689745
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,0.0377517129626455,0.038367537605972744,0.02177284417799448,0.012470081739211868,0.010391158982053924,0.010274003298974323,0.010229105606980697,0.009633965375320748,0.008538990418282894,0.007441445567155484
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,25.062395946085044,25.349540636879958,17.713100204288132,11.735367687772357,9.713538140585277,9.257521810639412,9.159896003125386,8.978309589670408,8.511090203994677,7.7937628554139255
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,0.0349838160279329,0.04615537730589288,0.0585887609257873,0.07384040174924907,0.11398900880981117,0.18614458009482596,0.28379512018133735,0.39020588676269113,0.480627678972369,0.5470152862026068
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,14.739815086158488,16.88809363883275,9.69501368624362,8.293845308093193,10.013065456528969,15.370592150994423,23.361370262107847,32.574604945117144,51.63035183732349,73.65452842822629
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,AGO,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,75.54492363973377,85.15892578185449,43.30171580824049,23.81884848726423,13.060246251692464,5.736992473250003,2.6482719621023803,2.207023107835262,1.3793534280725808,0.629072894625281
med,intensity_convergence,aneris_constant_ratio,IMAGE,,ALB,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,5.618106286183559,4.889125616682509,2.312678840256041,1.8099223849438362,1.44761020924193,1.1914796668284429,1.0775863077304255,0.9201009373196355,0.6017347854119196,0.38302005155041813
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,0.1769338475688744,0.17021703178582362,0.10145008406004717,0.04958204560635566,0.023437645848128442,0.015668246099318776,0.015510729634773993,0.01525110123535116,0.013950845765359236,0.01270755564455729
med,intensity_convergence,aneris_reduce_offset_2150_cov,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,1.1235863956060993e-05,1.405967313838167e-05,1.568468428228163e-05,2.4299194773200158e-05,3.4601653530706856e-05,4.8614983930247674e-05,6.763641000900514e-05,9.125422957510859e-05,0.00011740632266153468,0.0001499659197614437
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,1.1953137483723611e-05,5.5484370066907876e-05,0.00023212024763746795,0.001187078659562347,0.0018969865836102682,0.0021417650749372182,0.0023499889610087833,0.0026470341403541336,0.0029747504413007394,0.003344810207469737
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,9.756520867510415e-06,1.1336754772885515e-05,1.2263554915096149e-05,2.1781073636731306e-05,3.1265679911447394e-05,4.390316856407856e-05,6.22029153433612e-05,8.712305060386405e-05,0.00011733267042518766,0.00015207158239458372
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",2.6697057311184165e-05,3.036390083739556e-05,3.1555052986077594e-05,5.3680557600724465e-05,7.59690908001082e-05,0.00010654488247987198,0.00015141454109886826,0.00021337623719752956,0.00028909972141128744,0.00037741984546061074
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,2.826246715094482e-07,3.211750105642207e-07,3.279646429040751e-07,5.866876511445737e-07,8.432202041564414e-07,1.1673612003316628e-06,1.5869857361820921e-06,2.1183114598483453e-06,2.824200664903419e-06,3.6374562669441146e-06
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,1.3106346408696342e-05,3.0432857866321667e-05,4.952285008167306e-05,0.0002014371471765718,0.0005031886572918439,0.0006286518612800901,0.0007642134397938313,0.000945731553623465,0.0011568057212232251,0.001404420694485275
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,5.094299230422556e-06,6.388650247542414e-06,7.185884618481187e-06,1.1189438304073533e-05,1.5990194938683683e-05,2.2504307319627937e-05,3.1308107374909825e-05,4.220948014490097e-05,5.4192127289781016e-05,6.89951001829053e-05
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,0.0045991657028365,0.005453432622212038,0.00831642872855381,0.014172242033666288,0.019803379891257286,0.025832893260573565,0.03185245783186324,0.03788272266697198,0.04342312334435147,0.04821779743392432
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,0.0300263786647804,0.03335324653046219,0.044456075525786655,0.06058665332591354,0.07973274863142843,0.09964459987001512,0.11826744466036314,0.13570331422871923,0.15047052141029563,0.1623180156246012
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,0.162243626295064,0.1838010992568324,0.21634732411080373,0.6726485573101711,0.9886930394783022,1.3067971927533095,1.8009431456474718,2.3870331323729115,3.021403184671842,4.049467396221597
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ALB,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,10.285527528946496,7.491741331056601,1.4281906032379104,0.6299417118097002,0.27598433284631185,0.1635873535896404,0.1564128695302534,0.13125658648134275,0.0972087393937366,0.07830168527556998
med,intensity_convergence,aneris_constant_ratio,IMAGE,,ARE,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,0.971638316823755,1.2056844958394104,1.1858694672192862,1.3044949002441173,1.5830353182708323,2.1363978599889357,2.8871280723889132,2.9160393336418418,3.1312634272881157,3.3567813309536536
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,1.70774045126132,2.0377240663828875,1.5683225070115496,1.034712405580918,0.5390624559090569,0.22840891433962154,0.12028283441485672,0.11875282015516174,0.09469849667257484,0.06916314716994354
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,0.0118404289708049,0.013113511258293933,0.011786077939930983,0.01009886982122224,0.009560099729811505,0.00956466563684384,0.009690910623560462,0.009522071261394713,0.0092016613821055,0.009079854509173415
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0126053467127943,0.013133448934287239,0.012177908950211539,0.015014636214804462,0.015800293706126185,0.018107145566775177,0.02129165156998617,0.024020908030305425,0.02881238985710598,0.03572483169615193
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.0102888742318112,0.010345774899245729,0.008763037322871547,0.00852318859240109,0.008111191176354131,0.008133228411763622,0.00845006465905564,0.008699877365582509,0.00891965077454152,0.009069351329508965
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.0281537516051378,0.02810838064186253,0.02320290390687683,0.021712481920270314,0.020357672319072293,0.02031290526051687,0.0210501450294311,0.021655408645283314,0.022163843115602117,0.022508828561602252
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,0.0002978317788014,0.00030096072256628986,0.0002475077443183228,0.00024472764697904334,0.00023298579859925444,0.0002287171861692358,0.0002255085277396092,0.00021823167735961522,0.0002182211446836416,0.00021693315944488974
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,0.0138214791593058,0.01383472952394041,0.01164234021603241,0.012169454040493112,0.012924030181571356,0.013815731306670355,0.015338621912046149,0.0166765038596125,0.0187865582314179,0.021584789380951402
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,0.0053684067758142,0.00594029338299103,0.0053348359731711205,0.004577078666655668,0.004333143747669049,0.004334458657553925,0.004390607136168667,0.004313567624984445,0.004169695779741834,0.004114778012566556
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,0.2059426976924246,0.31452807224430973,0.57620947388119,0.8510957175708079,1.1215266642788024,1.457918193250134,1.926115565751402,2.533848638823939,3.3195353521587556,4.3095933099560195
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,2.50610507000502,2.496521437530722,2.4120184106427054,2.1901048030210393,1.8473331607671069,1.4678445785108023,1.0950090920253397,0.7553402081149231,0.48799486273366705,0.30247435822670143
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,145.7630138001724,141.6784189847338,78.14452415952697,60.797306213615165,50.62681470832698,47.73372384431631,44.81154257638264,39.57131329112566,41.52769409184904,40.72757522276333
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARE,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,130.71683233937702,138.50176077815823,83.0652775795132,51.012393731343785,23.683925882171135,7.844585858163371,2.7457907110336546,1.7790317478696718,0.9037452891729388,0.3478484511840841
med,intensity_convergence,aneris_constant_ratio,IMAGE,,ARG,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,33.11846868621693,40.14318395311984,26.928573653124225,31.33584759386854,32.232330222417,32.491228039603676,29.49304455967101,21.849677209432222,14.716065306259695,8.687206402546634
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,7.391522460130033,8.512667233412104,5.759167133175127,3.08776972304908,1.1137354290470258,0.32896816932256656,0.18755930477546884,0.1416479353550193,0.09799396667923413,0.08140721738623577
med,intensity_convergence,aneris_reduce_offset_2150_cov,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,0.031025618261939805,0.0297137009682881,0.014937801016065523,0.01891963021852719,0.010487103837534423,0.010856719593923534,0.012033306237855734,0.011639778702926132,0.011739212777592318,0.011447515885937835
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0330299414096283,0.030879157623670234,0.02340278714539801,0.05105052340762942,0.04825183955767963,0.050217521542351595,0.05780461806065381,0.07222619860255297,0.08762447706858151,0.10465516986532067
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.026960060741750603,0.02433589189491823,0.014961378119665879,0.020454803683385897,0.01459953125448038,0.015062621474546518,0.016530936557705343,0.016944921772198803,0.017305268640852474,0.016651725430861603
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.0737716135197674,0.06611763526145417,0.039614149746563826,0.052105891778864814,0.03664034860597062,0.03761669870244357,0.041177407723604835,0.04217537256866927,0.04299808238642382,0.04132719302191036
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Solvents production and application,0.0007804121876118,0.0007079012014621896,0.000422525122945439,0.0005872226338227447,0.00041927549971591924,0.0004234965913063861,0.0004410826011565189,0.00042499266188144046,0.0004233290059488322,0.00039829876213662573
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Transportation Sector,0.036216587867663,0.03254358767022138,0.02007412542943453,0.032434351344985755,0.030818421776103957,0.03198794962715326,0.036236214815965645,0.04226232951853744,0.04858998069125712,0.05446161089297104
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,Mt H2/yr,Emissions|H2|Waste,0.0140669007611047,0.013973666984218662,0.009109108517133632,0.01098552696229471,0.007799823784003661,0.008027472341793929,0.008588980360248844,0.00840070331559092,0.00808905435625291,0.007554912273744102
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,kt NH3/yr,Emissions|NH3|Energy Sector,6.558074040371311,7.042257570411001,8.008203776694785,8.815463629498012,9.347675956506857,9.882160871685057,10.458036082659412,10.938951201362666,11.290933895597899,11.505215807709757
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,kt NH3/yr,Emissions|NH3|Transportation Sector,3.679882048359708,3.7363281934575556,3.783065513958276,3.703423428044268,3.5255700659853515,3.34078930204402,3.1798680395364776,3.0160422643710385,2.865819453371029,2.723550181660296
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,kt NOx/yr,Emissions|NOx|Energy Sector,167.60022678224885,170.81166457435666,95.38946432878467,96.96759166985136,80.36193934489157,69.98746076482901,75.26893476008684,96.65651421658593,123.96219351658901,149.03690826806928
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARG,SSP1-19,,,kt NOx/yr,Emissions|NOx|Transportation Sector,502.31844951604324,478.4423877055491,178.23734383031564,79.8689952071556,23.7375356207345,5.026158632575966,2.3962190065172253,1.3828918483382837,0.6052257382185176,0.1967522213354002
med,intensity_convergence,aneris_constant_ratio,IMAGE,,ARM,SSP1-19,,,kt CH4/yr,Emissions|CH4|Energy Sector,0.025498795002136,0.031415126589543214,0.03428749771263232,0.05978702015970764,0.09299211105955082,0.1320401607009236,0.22098987272292922,0.2864932527327796,0.29810971524302,0.28899029853626024
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARM,SSP1-19,,,kt CH4/yr,Emissions|CH4|Transportation Sector,0.196099740139295,0.20355609534983507,0.1399206857922993,0.056979976299697456,0.01428564658530194,0.004895429768663995,0.0019823479863808795,0.001566389333453806,0.001255031895111664,0.0010729747732098653
med,intensity_convergence,aneris_reduce_offset_2150_cov,IMAGE,,ARM,SSP1-19,,,Mt H2/yr,Emissions|H2|Agriculture,0.000143542533104,0.00017688419542442036,0.00022557571943559117,0.0002517383537661215,0.00032761373245760166,0.0004038956192223171,0.00048179237033839616,0.0005688809126468971,0.0006550856078666361,0.0007001416074428082
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARM,SSP1-19,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0001528156963122,0.00022484298653921832,0.00038227062792030113,0.0011000049067376296,0.0019002414707315145,0.0027694047931008225,0.003140611137006571,0.0038157036360044194,0.0046756760041623685,0.005371357744610229
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARM,SSP1-19,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.00012473290230140003,0.00014008063775656048,0.0001636995439044654,0.0001949635880460575,0.00024664531041259096,0.00029420029067569586,0.0003469062532897266,0.0004147467407228473,0.0005030459495434672,0.0005447942833565719
med,intensity_convergence,aneris_reduce_ratio_2080,IMAGE,,ARM,SSP1-19,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.0003413103386497,0.00038054679730425,0.00043333895273863106,0.0004964980388302332,0.0006188238867989836,0.0007345568115647821,0.0008640270284070781,0.0010323418923378707,0.0012500066847386784,0.0013521012341329124
