assumptions,downscaling,harmonisation,model,modified,region,scenario,sector,source,unit,variable,2015-01-01,2020-01-01,2030-01-01,2040-01-01,2050-01-01,2060-01-01,2070-01-01,2080-01-01,2090-01-01,2100-01-01
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,ABW,SSP2-45,,,kt NOx/yr,Emissions|NOx|Transportation Sector,1.2925974729860588,0.9730174492933749,0.858205734064154,0.732809673094444,0.5477769825779066,0.33011728917966426,0.2532961190927513,0.1655008489260828,0.11852420561366014,0.08441560841341231
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,kt CH4/yr,Emissions|CH4|Energy Sector,13.940852951898368,13.437717151345648,17.45088502141695,23.901098093856696,38.073583513757704,59.173447012541416,98.25823218096818,157.80102683877317,297.54748474669697,574.1236426763096
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,kt CH4/yr,Emissions|CH4|Transportation Sector,1.3640278134818933,1.403217333982099,1.8351193686998373,2.520268276552497,3.3444945560644808,3.8448975895307647,3.8067598551039747,3.9397864101398756,2.9059385602363084,1.4123142091723648
med,intensity_convergence,aneris_reduce_offset_2150_cov,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Agriculture,0.0005679976032047,0.0005803966024206365,0.0008018383633015528,0.0012764749609182609,0.0021563637365442155,0.003740632911525511,0.006729751727359935,0.011691528777078441,0.019976509308141408,0.031697035875516776
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Energy Sector,0.0006046914970805,0.0006472922355649281,0.0009566699518789187,0.0016184180025743805,0.002966989598205462,0.00616096053138432,0.014461886331054871,0.03594139651816997,0.08665334886445471,0.19383655906975178
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Industrial Sector,0.0004935679203645001,0.0004698426665480719,0.0005949302643543844,0.0009092214564563816,0.0014724735532033924,0.0024331229882759205,0.003949758196700084,0.006082127064158066,0.008965839060605127,0.012976178315008101
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,"Emissions|H2|Residential, Commercial, Other",0.0013505645337994,0.001278524616092436,0.0016062596084137496,0.0024424460441546123,0.0039224563287053845,0.006464756626412665,0.010451439426962611,0.0159972560393453,0.023505575258333234,0.03408733825520717
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Solvents production and application,1.4287297946261649e-05,1.4014178899698453e-05,1.833350089063157e-05,2.9304032054122248e-05,4.941373918947094e-05,8.35823275417326e-05,0.00014014286693226166,0.00022761482257864775,0.00035354652182260194,0.0005277967336821137
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Transportation Sector,0.0006630306262203,0.0006390100164343293,0.0008248271162225978,0.0012890334393864916,0.0022269636508401055,0.004156976047308324,0.008463944906271477,0.018683873270593225,0.04245550469328835,0.09490764279656073
med,intensity_convergence,aneris_reduce_ratio_2080,MESSAGE-GLOBIOM,,AFG,SSP2-45,,,Mt H2/yr,Emissions|H2|Waste,0.0002575280160211,0.000262199132545533,0.0003598612206066915,0.0005663992583137552,0.0009441489674511339,0.0016160827270765136,0.0028803678770493975,0.004955333472434646,0.008515413039696829,0.013583116321025417
