variable,sector,scaler_name,scaler_variable_id,scaler_source_id,scaler_sector
CO,AGS,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Agriculture
CO,AWB,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Agriculture
CO,CHE,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Solvents production and application
CO,ENE,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Energy Sector
CO,FFF,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Energy Sector
CO,FOO_PAP,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Agriculture
CO,IND,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Industrial Sector
CO,IRO,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Industrial Sector
CO,MNM,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Agriculture
CO,NEU,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Industrial Sector
CO,NFE,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Industrial Sector
CO,NMM,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Industrial Sector
CO,PRU_SOL,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Solvents production and application
CO,RCO,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,"Residential, Commercial, Other"
CO,REF_TRF,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Energy Sector
CO,SWD_INC,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Waste
CO,SWD_LDF,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Waste
CO,TNR_Other,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Transportation Sector
CO,TNR_Ship,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,International Shipping
CO,TRO_RES,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Transportation Sector
CO,TRO_noRES,relative_change,CO-em-anthro,IAMC-MESSAGE-GLOBIOM-ssp245-1-1,Transportation Sector
